"Ano	Estado	Mês	Número	Período"
"2006	Pernambuco	Agosto	8	01/01/2006"
"2007	Pernambuco	Agosto	20	01/01/2007"
"2008	Pernambuco	Agosto	2	01/01/2008"
"2009	Pernambuco	Agosto	10	01/01/2009"
"2010	Pernambuco	Agosto	29	01/01/2010"
"2011	Pernambuco	Agosto	27	01/01/2011"
"2012	Pernambuco	Agosto	27	01/01/2012"
"2013	Pernambuco	Agosto	14	01/01/2013"
"2014	Pernambuco	Agosto	23	01/01/2014"
"2015	Pernambuco	Agosto	21	01/01/2015"
"2016	Pernambuco	Agosto	42	01/01/2016"
"2017	Pernambuco	Agosto	20	01/01/2017"
"1998	Pernambuco	Setembro	177	01/01/1998"
"1999	Pernambuco	Setembro	64	01/01/1999"
"2000	Pernambuco	Setembro	130	01/01/2000"
"2001	Pernambuco	Setembro	298	01/01/2001"
"2002	Pernambuco	Setembro	374	01/01/2002"
"2003	Pernambuco	Setembro	510	01/01/2003"
"2004	Pernambuco	Setembro	192	01/01/2004"
"2005	Pernambuco	Setembro	154	01/01/2005"
"2006	Pernambuco	Setembro	147	01/01/2006"
"2007	Pernambuco	Setembro	164	01/01/2007"
"2008	Pernambuco	Setembro	92	01/01/2008"
"2009	Pernambuco	Setembro	164	01/01/2009"
"2010	Pernambuco	Setembro	179	01/01/2010"
"2011	Pernambuco	Setembro	243	01/01/2011"
"2012	Pernambuco	Setembro	192	01/01/2012"
"2013	Pernambuco	Setembro	143	01/01/2013"
"2014	Pernambuco	Setembro	63	01/01/2014"
"2015	Pernambuco	Setembro	116	01/01/2015"
"2016	Pernambuco	Setembro	171	01/01/2016"
"2017	Pernambuco	Setembro	69	01/01/2017"
"1998	Pernambuco	Outubro	372	01/01/1998"
"1999	Pernambuco	Outubro	180	01/01/1999"
"2000	Pernambuco	Outubro	411	01/01/2000"
"2001	Pernambuco	Outubro	461	01/01/2001"
"2002	Pernambuco	Outubro	638	01/01/2002"
"2003	Pernambuco	Outubro	859	01/01/2003"
"2004	Pernambuco	Outubro	545	01/01/2004"
"2005	Pernambuco	Outubro	408	01/01/2005"
"2006	Pernambuco	Outubro	310	01/01/2006"
"2007	Pernambuco	Outubro	702	01/01/2007"
"2008	Pernambuco	Outubro	274	01/01/2008"
"2009	Pernambuco	Outubro	254	01/01/2009"
"2010	Pernambuco	Outubro	347	01/01/2010"
"2011	Pernambuco	Outubro	461	01/01/2011"
"2012	Pernambuco	Outubro	222	01/01/2012"
"2013	Pernambuco	Outubro	161	01/01/2013"
"2014	Pernambuco	Outubro	174	01/01/2014"
"2015	Pernambuco	Outubro	194	01/01/2015"
"2016	Pernambuco	Outubro	319	01/01/2016"
"2017	Pernambuco	Outubro	256	01/01/2017"
"1998	Pernambuco	Novembro	141	01/01/1998"
"1999	Pernambuco	Novembro	41	01/01/1999"
"2000	Pernambuco	Novembro	64	01/01/2000"
"2001	Pernambuco	Novembro	208	01/01/2001"
"2002	Pernambuco	Novembro	521	01/01/2002"
"2003	Pernambuco	Novembro	560	01/01/2003"
"2004	Pernambuco	Novembro	465	01/01/2004"
"2005	Pernambuco	Novembro	452	01/01/2005"
"2006	Pernambuco	Novembro	385	01/01/2006"
"2007	Pernambuco	Novembro	359	01/01/2007"
"2008	Pernambuco	Novembro	363	01/01/2008"
"2009	Pernambuco	Novembro	486	01/01/2009"
"2010	Pernambuco	Novembro	831	01/01/2010"
"2011	Pernambuco	Novembro	352	01/01/2011"
"2012	Pernambuco	Novembro	181	01/01/2012"
"2013	Pernambuco	Novembro	110	01/01/2013"
"2014	Pernambuco	Novembro	111	01/01/2014"
"2015	Pernambuco	Novembro	315	01/01/2015"
"2016	Pernambuco	Novembro	191	01/01/2016"
"2017	Pernambuco	Novembro	66	01/01/2017"
"1998	Pernambuco	Dezembro	59	01/01/1998"
"1999	Pernambuco	Dezembro	16	01/01/1999"
"2000	Pernambuco	Dezembro	22	01/01/2000"
"2001	Pernambuco	Dezembro	62	01/01/2001"
"2002	Pernambuco	Dezembro	259	01/01/2002"
"2003	Pernambuco	Dezembro	229	01/01/2003"
"2004	Pernambuco	Dezembro	373	01/01/2004"
"2005	Pernambuco	Dezembro	191	01/01/2005"
"2006	Pernambuco	Dezembro	207	01/01/2006"
"2007	Pernambuco	Dezembro	200	01/01/2007"
"2008	Pernambuco	Dezembro	203	01/01/2008"
"2009	Pernambuco	Dezembro	351	01/01/2009"
"2010	Pernambuco	Dezembro	117	01/01/2010"
"2011	Pernambuco	Dezembro	364	01/01/2011"
"2012	Pernambuco	Dezembro	108	01/01/2012"
"2013	Pernambuco	Dezembro	141	01/01/2013"
"2014	Pernambuco	Dezembro	101	01/01/2014"
"2015	Pernambuco	Dezembro	176	01/01/2015"
"2016	Pernambuco	Dezembro	161	01/01/2016"
"1998	Piauí	Janeiro	0	01/01/1998"
"1999	Piauí	Janeiro	21	01/01/1999"
"2000	Piauí	Janeiro	5	01/01/2000"
"2001	Piauí	Janeiro	29	01/01/2001"
"2002	Piauí	Janeiro	33	01/01/2002"
"2003	Piauí	Janeiro	86	01/01/2003"
"2004	Piauí	Janeiro	42	01/01/2004"
"2005	Piauí	Janeiro	94	01/01/2005"
"2006	Piauí	Janeiro	133	01/01/2006"
"2007	Piauí	Janeiro	123	01/01/2007"
"2008	Piauí	Janeiro	61	01/01/2008"
"2009	Piauí	Janeiro	79	01/01/2009"
"2010	Piauí	Janeiro	99	01/01/2010"
"2011	Piauí	Janeiro	39	01/01/2011"
"2012	Piauí	Janeiro	80	01/01/2012"
"2013	Piauí	Janeiro	72	01/01/2013"
"2014	Piauí	Janeiro	79	01/01/2014"
"2015	Piauí	Janeiro	92	01/01/2015"
"2016	Piauí	Janeiro	94	01/01/2016"
"2017	Piauí	Janeiro	85	01/01/2017"
"1998	Piauí	Fevereiro	0	01/01/1998"
"1999	Piauí	Fevereiro	22	01/01/1999"
"2000	Piauí	Fevereiro	12	01/01/2000"
"2001	Piauí	Fevereiro	0	01/01/2001"
"2002	Piauí	Fevereiro	160	01/01/2002"
"2003	Piauí	Fevereiro	3	01/01/2003"
"2004	Piauí	Fevereiro	20	01/01/2004"
"2005	Piauí	Fevereiro	26	01/01/2005"
"2006	Piauí	Fevereiro	23	01/01/2006"
"2007	Piauí	Fevereiro	11	01/01/2007"
"2008	Piauí	Fevereiro	21	01/01/2008"
"2009	Piauí	Fevereiro	19	01/01/2009"
"2010	Piauí	Fevereiro	54	01/01/2010"
"2011	Piauí	Fevereiro	11	01/01/2011"
"2012	Piauí	Fevereiro	31	01/01/2012"
"2013	Piauí	Fevereiro	68	01/01/2013"
"2014	Piauí	Fevereiro	14	01/01/2014"
"2015	Piauí	Fevereiro	38	01/01/2015"
"2016	Piauí	Fevereiro	97	01/01/2016"
"2017	Piauí	Fevereiro	24	01/01/2017"
"1998	Piauí	Março	0	01/01/1998"
"1999	Piauí	Março	4	01/01/1999"
"2000	Piauí	Março	14	01/01/2000"
"2001	Piauí	Março	2	01/01/2001"
"2002	Piauí	Março	63	01/01/2002"
"2003	Piauí	Março	15	01/01/2003"
"2004	Piauí	Março	27	01/01/2004"
"2005	Piauí	Março	13	01/01/2005"
"2006	Piauí	Março	18	01/01/2006"
"2007	Piauí	Março	31	01/01/2007"
"2008	Piauí	Março	4	01/01/2008"
"2009	Piauí	Março	17	01/01/2009"
"2010	Piauí	Março	47	01/01/2010"
"2011	Piauí	Março	15	01/01/2011"
"2012	Piauí	Março	71	01/01/2012"
"2013	Piauí	Março	14	01/01/2013"
"2014	Piauí	Março	88	01/01/2014"
"2015	Piauí	Março	35	01/01/2015"
"2016	Piauí	Março	53	01/01/2016"
"2017	Piauí	Março	25	01/01/2017"
"1998	Piauí	Abril	0	01/01/1998"
"1999	Piauí	Abril	10	01/01/1999"
"2000	Piauí	Abril	15	01/01/2000"
"2001	Piauí	Abril	1	01/01/2001"
"2002	Piauí	Abril	87	01/01/2002"
"2003	Piauí	Abril	22	01/01/2003"
"2004	Piauí	Abril	10	01/01/2004"
"2005	Piauí	Abril	3	01/01/2005"
"2006	Piauí	Abril	1	01/01/2006"
"2007	Piauí	Abril	9	01/01/2007"
"2008	Piauí	Abril	7	01/01/2008"
"2009	Piauí	Abril	8	01/01/2009"
"2010	Piauí	Abril	56	01/01/2010"
"2011	Piauí	Abril	16	01/01/2011"
"2012	Piauí	Abril	119	01/01/2012"
"2013	Piauí	Abril	34	01/01/2013"
"2014	Piauí	Abril	63	01/01/2014"
"2015	Piauí	Abril	50	01/01/2015"
"2016	Piauí	Abril	35	01/01/2016"
"2017	Piauí	Abril	25	01/01/2017"
"1998	Piauí	Maio	0	01/01/1998"
"1999	Piauí	Maio	8	01/01/1999"
"2000	Piauí	Maio	25	01/01/2000"
"2001	Piauí	Maio	36	01/01/2001"
"2002	Piauí	Maio	84	01/01/2002"
"2003	Piauí	Maio	13	01/01/2003"
"2004	Piauí	Maio	80	01/01/2004"
"2005	Piauí	Maio	22	01/01/2005"
"2006	Piauí	Maio	0	01/01/2006"
"2007	Piauí	Maio	52	01/01/2007"
"2008	Piauí	Maio	12	01/01/2008"
"2009	Piauí	Maio	12	01/01/2009"
"2010	Piauí	Maio	231	01/01/2010"
"2011	Piauí	Maio	77	01/01/2011"
"2012	Piauí	Maio	334	01/01/2012"
"2013	Piauí	Maio	40	01/01/2013"
"2014	Piauí	Maio	138	01/01/2014"
"2015	Piauí	Maio	66	01/01/2015"
"2016	Piauí	Maio	60	01/01/2016"
"2017	Piauí	Maio	36	01/01/2017"
"1998	Piauí	Junho	46	01/01/1998"
"1999	Piauí	Junho	47	01/01/1999"
"2000	Piauí	Junho	18	01/01/2000"
"2001	Piauí	Junho	87	01/01/2001"
"2002	Piauí	Junho	161	01/01/2002"
"2003	Piauí	Junho	88	01/01/2003"
"2004	Piauí	Junho	239	01/01/2004"
"2005	Piauí	Junho	171	01/01/2005"
"2006	Piauí	Junho	40	01/01/2006"
"2007	Piauí	Junho	303	01/01/2007"
"2008	Piauí	Junho	33	01/01/2008"
"2009	Piauí	Junho	56	01/01/2009"
"2010	Piauí	Junho	208	01/01/2010"
"2011	Piauí	Junho	462	01/01/2011"
"2012	Piauí	Junho	834	01/01/2012"
"2013	Piauí	Junho	263	01/01/2013"
"2014	Piauí	Junho	373	01/01/2014"
"2015	Piauí	Junho	283	01/01/2015"
"2016	Piauí	Junho	153	01/01/2016"
"2017	Piauí	Junho	193	01/01/2017"
"1998	Piauí	Julho	189	01/01/1998"
"1999	Piauí	Julho	123	01/01/1999"
"2000	Piauí	Julho	75	01/01/2000"
"2001	Piauí	Julho	337	01/01/2001"
"2002	Piauí	Julho	534	01/01/2002"
"2003	Piauí	Julho	407	01/01/2003"
"2004	Piauí	Julho	564	01/01/2004"
"2005	Piauí	Julho	445	01/01/2005"
"2006	Piauí	Julho	150	01/01/2006"
"2007	Piauí	Julho	919	01/01/2007"
"2008	Piauí	Julho	97	01/01/2008"
"2009	Piauí	Julho	302	01/01/2009"
"2010	Piauí	Julho	1.696	01/01/2010"
"2011	Piauí	Julho	864	01/01/2011"
"2012	Piauí	Julho	1.755	01/01/2012"
"2013	Piauí	Julho	361	01/01/2013"
"2014	Piauí	Julho	1.177	01/01/2014"
"2015	Piauí	Julho	690	01/01/2015"
"2016	Piauí	Julho	754	01/01/2016"
"2017	Piauí	Julho	643	01/01/2017"
"1998	Piauí	Agosto	711	01/01/1998"
"1999	Piauí	Agosto	499	01/01/1999"
"2000	Piauí	Agosto	415	01/01/2000"
"2001	Piauí	Agosto	1.133	01/01/2001"
"2002	Piauí	Agosto	2.280	01/01/2002"
"2003	Piauí	Agosto	864	01/01/2003"
"2004	Piauí	Agosto	1.002	01/01/2004"
"2005	Piauí	Agosto	943	01/01/2005"
"2006	Piauí	Agosto	911	01/01/2006"
"2007	Piauí	Agosto	3.551	01/01/2007"
"2008	Piauí	Agosto	290	01/01/2008"
"2009	Piauí	Agosto	790	01/01/2009"
"2010	Piauí	Agosto	4.035	01/01/2010"
"2011	Piauí	Agosto	1.958	01/01/2011"
"2012	Piauí	Agosto	3.614	01/01/2012"
"2013	Piauí	Agosto	1.015	01/01/2013"
"2014	Piauí	Agosto	2.265	01/01/2014"
"2015	Piauí	Agosto	2.057	01/01/2015"
"2016	Piauí	Agosto	1.647	01/01/2016"
"2017	Piauí	Agosto	1.572	01/01/2017"
"1998	Piauí	Setembro	1.991	01/01/1998"
"1999	Piauí	Setembro	872	01/01/1999"
"2000	Piauí	Setembro	1.099	01/01/2000"
"2001	Piauí	Setembro	2.401	01/01/2001"
"2002	Piauí	Setembro	2.475	01/01/2002"
"2003	Piauí	Setembro	3.399	01/01/2003"
"2004	Piauí	Setembro	2.662	01/01/2004"
"2005	Piauí	Setembro	3.136	01/01/2005"
"2006	Piauí	Setembro	1.618	01/01/2006"
"2007	Piauí	Setembro	4.078	01/01/2007"
"2008	Piauí	Setembro	1.472	01/01/2008"
"2009	Piauí	Setembro	1.709	01/01/2009"
"2010	Piauí	Setembro	5.392	01/01/2010"
"2011	Piauí	Setembro	4.402	01/01/2011"
"2012	Piauí	Setembro	4.479	01/01/2012"
"2013	Piauí	Setembro	2.311	01/01/2013"
"2014	Piauí	Setembro	2.536	01/01/2014"
"2015	Piauí	Setembro	5.828	01/01/2015"
"2016	Piauí	Setembro	1.394	01/01/2016"
"2017	Piauí	Setembro	3.422	01/01/2017"
"1998	Piauí	Outubro	2.586	01/01/1998"
"1999	Piauí	Outubro	1.438	01/01/1999"
"2000	Piauí	Outubro	2.558	01/01/2000"
"2001	Piauí	Outubro	3.742	01/01/2001"
"2002	Piauí	Outubro	2.757	01/01/2002"
"2003	Piauí	Outubro	2.332	01/01/2003"
"2004	Piauí	Outubro	2.144	01/01/2004"
"2005	Piauí	Outubro	3.263	01/01/2005"
"2006	Piauí	Outubro	1.443	01/01/2006"
"2007	Piauí	Outubro	2.331	01/01/2007"
"2008	Piauí	Outubro	1.830	01/01/2008"
"2009	Piauí	Outubro	913	01/01/2009"
"2010	Piauí	Outubro	3.863	01/01/2010"
"2011	Piauí	Outubro	1.484	01/01/2011"
"2012	Piauí	Outubro	2.506	01/01/2012"
"2013	Piauí	Outubro	1.269	01/01/2013"
"2014	Piauí	Outubro	1.788	01/01/2014"
"2015	Piauí	Outubro	4.068	01/01/2015"
"2016	Piauí	Outubro	2.598	01/01/2016"
"2017	Piauí	Outubro	3.004	01/01/2017"
"1998	Piauí	Novembro	424	01/01/1998"
"1999	Piauí	Novembro	334	01/01/1999"
"2000	Piauí	Novembro	450	01/01/2000"
"2001	Piauí	Novembro	1.484	01/01/2001"
"2002	Piauí	Novembro	1.174	01/01/2002"
"2003	Piauí	Novembro	1.248	01/01/2003"
"2004	Piauí	Novembro	1.798	01/01/2004"
"2005	Piauí	Novembro	1.599	01/01/2005"
"2006	Piauí	Novembro	740	01/01/2006"
"2007	Piauí	Novembro	939	01/01/2007"
"2008	Piauí	Novembro	594	01/01/2008"
"2009	Piauí	Novembro	1.336	01/01/2009"
"2010	Piauí	Novembro	1.417	01/01/2010"
"2011	Piauí	Novembro	825	01/01/2011"
"2012	Piauí	Novembro	447	01/01/2012"
"2013	Piauí	Novembro	640	01/01/2013"
"2014	Piauí	Novembro	717	01/01/2014"
"2015	Piauí	Novembro	897	01/01/2015"
"2016	Piauí	Novembro	1.126	01/01/2016"
"2017	Piauí	Novembro	449	01/01/2017"
"1998	Piauí	Dezembro	119	01/01/1998"
"1999	Piauí	Dezembro	74	01/01/1999"
"2000	Piauí	Dezembro	79	01/01/2000"
"2001	Piauí	Dezembro	230	01/01/2001"
"2002	Piauí	Dezembro	373	01/01/2002"
"2003	Piauí	Dezembro	459	01/01/2003"
"2004	Piauí	Dezembro	788	01/01/2004"
"2005	Piauí	Dezembro	486	01/01/2005"
"2006	Piauí	Dezembro	339	01/01/2006"
"2007	Piauí	Dezembro	317	01/01/2007"
"2008	Piauí	Dezembro	329	01/01/2008"
"2009	Piauí	Dezembro	570	01/01/2009"
"2010	Piauí	Dezembro	357	01/01/2010"
"2011	Piauí	Dezembro	362	01/01/2011"
"2012	Piauí	Dezembro	334	01/01/2012"
"2013	Piauí	Dezembro	468	01/01/2013"
"2014	Piauí	Dezembro	346	01/01/2014"
"2015	Piauí	Dezembro	626	01/01/2015"
"2016	Piauí	Dezembro	374	01/01/2016"
"1998	Rio de Janeiro	Janeiro	0	01/01/1998"
"1999	Rio de Janeiro	Janeiro	0	01/01/1999"
"2000	Rio de Janeiro	Janeiro	0	01/01/2000"
"2001	Rio de Janeiro	Janeiro	0	01/01/2001"
"2002	Rio de Janeiro	Janeiro	0	01/01/2002"
"2003	Rio de Janeiro	Janeiro	0	01/01/2003"
"2004	Rio de Janeiro	Janeiro	1	01/01/2004"
"2005	Rio de Janeiro	Janeiro	5	01/01/2005"
"2006	Rio de Janeiro	Janeiro	12	01/01/2006"
"2007	Rio de Janeiro	Janeiro	0	01/01/2007"
"2008	Rio de Janeiro	Janeiro	1	01/01/2008"
"2009	Rio de Janeiro	Janeiro	3	01/01/2009"
"2010	Rio de Janeiro	Janeiro	13	01/01/2010"
"2011	Rio de Janeiro	Janeiro	10	01/01/2011"
"2012	Rio de Janeiro	Janeiro	12	01/01/2012"
"2013	Rio de Janeiro	Janeiro	9	01/01/2013"
"2014	Rio de Janeiro	Janeiro	35	01/01/2014"
"2015	Rio de Janeiro	Janeiro	97	01/01/2015"
"2016	Rio de Janeiro	Janeiro	9	01/01/2016"
"2017	Rio de Janeiro	Janeiro	15	01/01/2017"
"1998	Rio de Janeiro	Fevereiro	0	01/01/1998"
"1999	Rio de Janeiro	Fevereiro	0	01/01/1999"
"2000	Rio de Janeiro	Fevereiro	1	01/01/2000"
"2001	Rio de Janeiro	Fevereiro	3	01/01/2001"
"2002	Rio de Janeiro	Fevereiro	1	01/01/2002"
"2003	Rio de Janeiro	Fevereiro	10	01/01/2003"
"2004	Rio de Janeiro	Fevereiro	8	01/01/2004"
"2005	Rio de Janeiro	Fevereiro	4	01/01/2005"
"2006	Rio de Janeiro	Fevereiro	7	01/01/2006"
"2007	Rio de Janeiro	Fevereiro	15	01/01/2007"
"2008	Rio de Janeiro	Fevereiro	2	01/01/2008"
"2009	Rio de Janeiro	Fevereiro	5	01/01/2009"
"2010	Rio de Janeiro	Fevereiro	73	01/01/2010"
"2011	Rio de Janeiro	Fevereiro	36	01/01/2011"
"2012	Rio de Janeiro	Fevereiro	11	01/01/2012"
"2013	Rio de Janeiro	Fevereiro	12	01/01/2013"
"2014	Rio de Janeiro	Fevereiro	116	01/01/2014"
"2015	Rio de Janeiro	Fevereiro	36	01/01/2015"
"2016	Rio de Janeiro	Fevereiro	16	01/01/2016"
"2017	Rio de Janeiro	Fevereiro	34	01/01/2017"
"1998	Rio de Janeiro	Março	0	01/01/1998"
"1999	Rio de Janeiro	Março	0	01/01/1999"
"2000	Rio de Janeiro	Março	0	01/01/2000"
"2001	Rio de Janeiro	Março	0	01/01/2001"
"2002	Rio de Janeiro	Março	1	01/01/2002"
"2003	Rio de Janeiro	Março	23	01/01/2003"
"2004	Rio de Janeiro	Março	4	01/01/2004"
"2005	Rio de Janeiro	Março	7	01/01/2005"
"2006	Rio de Janeiro	Março	8	01/01/2006"
"2007	Rio de Janeiro	Março	27	01/01/2007"
"2008	Rio de Janeiro	Março	2	01/01/2008"
"2009	Rio de Janeiro	Março	5	01/01/2009"
"2010	Rio de Janeiro	Março	10	01/01/2010"
"2011	Rio de Janeiro	Março	7	01/01/2011"
"2012	Rio de Janeiro	Março	20	01/01/2012"
"2013	Rio de Janeiro	Março	9	01/01/2013"
"2014	Rio de Janeiro	Março	38	01/01/2014"
"2015	Rio de Janeiro	Março	23	01/01/2015"
"2016	Rio de Janeiro	Março	16	01/01/2016"
"2017	Rio de Janeiro	Março	10	01/01/2017"
"1998	Rio de Janeiro	Abril	0	01/01/1998"
"1999	Rio de Janeiro	Abril	1	01/01/1999"
"2000	Rio de Janeiro	Abril	2	01/01/2000"
"2001	Rio de Janeiro	Abril	2	01/01/2001"
"2002	Rio de Janeiro	Abril	8	01/01/2002"
"2003	Rio de Janeiro	Abril	11	01/01/2003"
"2004	Rio de Janeiro	Abril	3	01/01/2004"
"2005	Rio de Janeiro	Abril	1	01/01/2005"
"2006	Rio de Janeiro	Abril	8	01/01/2006"
"2007	Rio de Janeiro	Abril	9	01/01/2007"
"2008	Rio de Janeiro	Abril	2	01/01/2008"
"2009	Rio de Janeiro	Abril	1	01/01/2009"
"2010	Rio de Janeiro	Abril	10	01/01/2010"
"2011	Rio de Janeiro	Abril	12	01/01/2011"
"2012	Rio de Janeiro	Abril	12	01/01/2012"
"2013	Rio de Janeiro	Abril	9	01/01/2013"
"2014	Rio de Janeiro	Abril	25	01/01/2014"
"2015	Rio de Janeiro	Abril	24	01/01/2015"
"2016	Rio de Janeiro	Abril	45	01/01/2016"
"2017	Rio de Janeiro	Abril	12	01/01/2017"
"1998	Rio de Janeiro	Maio	0	01/01/1998"
"1999	Rio de Janeiro	Maio	7	01/01/1999"
"2000	Rio de Janeiro	Maio	5	01/01/2000"
"2001	Rio de Janeiro	Maio	4	01/01/2001"
"2002	Rio de Janeiro	Maio	4	01/01/2002"
"2003	Rio de Janeiro	Maio	1	01/01/2003"
"2004	Rio de Janeiro	Maio	0	01/01/2004"
"2005	Rio de Janeiro	Maio	11	01/01/2005"
"2006	Rio de Janeiro	Maio	4	01/01/2006"
"2007	Rio de Janeiro	Maio	2	01/01/2007"
"2008	Rio de Janeiro	Maio	0	01/01/2008"
"2009	Rio de Janeiro	Maio	37	01/01/2009"
"2010	Rio de Janeiro	Maio	6	01/01/2010"
"2011	Rio de Janeiro	Maio	17	01/01/2011"
"2012	Rio de Janeiro	Maio	18	01/01/2012"
"2013	Rio de Janeiro	Maio	16	01/01/2013"
"2014	Rio de Janeiro	Maio	20	01/01/2014"
"2015	Rio de Janeiro	Maio	21	01/01/2015"
"2016	Rio de Janeiro	Maio	30	01/01/2016"
"2017	Rio de Janeiro	Maio	15	01/01/2017"
"1998	Rio de Janeiro	Junho	3	01/01/1998"
"1999	Rio de Janeiro	Junho	8	01/01/1999"
"2000	Rio de Janeiro	Junho	14	01/01/2000"
"2001	Rio de Janeiro	Junho	13	01/01/2001"
"2002	Rio de Janeiro	Junho	13	01/01/2002"
"2003	Rio de Janeiro	Junho	13	01/01/2003"
"2004	Rio de Janeiro	Junho	19	01/01/2004"
"2005	Rio de Janeiro	Junho	16	01/01/2005"
"2006	Rio de Janeiro	Junho	19	01/01/2006"
"2007	Rio de Janeiro	Junho	3	01/01/2007"
"2008	Rio de Janeiro	Junho	4	01/01/2008"
"2009	Rio de Janeiro	Junho	33	01/01/2009"
"2010	Rio de Janeiro	Junho	7	01/01/2010"
"2011	Rio de Janeiro	Junho	33	01/01/2011"
"2012	Rio de Janeiro	Junho	14	01/01/2012"
"2013	Rio de Janeiro	Junho	17	01/01/2013"
"2014	Rio de Janeiro	Junho	54	01/01/2014"
"2015	Rio de Janeiro	Junho	33	01/01/2015"
"2016	Rio de Janeiro	Junho	37	01/01/2016"
"2017	Rio de Janeiro	Junho	68	01/01/2017"
"1998	Rio de Janeiro	Julho	21	01/01/1998"
"1999	Rio de Janeiro	Julho	14	01/01/1999"
"2000	Rio de Janeiro	Julho	22	01/01/2000"
"2001	Rio de Janeiro	Julho	57	01/01/2001"
"2002	Rio de Janeiro	Julho	17	01/01/2002"
"2003	Rio de Janeiro	Julho	42	01/01/2003"
"2004	Rio de Janeiro	Julho	23	01/01/2004"
"2005	Rio de Janeiro	Julho	20	01/01/2005"
"2006	Rio de Janeiro	Julho	54	01/01/2006"
"2007	Rio de Janeiro	Julho	15	01/01/2007"
"2008	Rio de Janeiro	Julho	14	01/01/2008"
"2009	Rio de Janeiro	Julho	56	01/01/2009"
"2010	Rio de Janeiro	Julho	55	01/01/2010"
"2011	Rio de Janeiro	Julho	121	01/01/2011"
"2012	Rio de Janeiro	Julho	50	01/01/2012"
"2013	Rio de Janeiro	Julho	58	01/01/2013"
"2014	Rio de Janeiro	Julho	62	01/01/2014"
"2015	Rio de Janeiro	Julho	74	01/01/2015"
"2016	Rio de Janeiro	Julho	131	01/01/2016"
"2017	Rio de Janeiro	Julho	70	01/01/2017"
"1998	Rio de Janeiro	Agosto	21	01/01/1998"
"1999	Rio de Janeiro	Agosto	88	01/01/1999"
"2000	Rio de Janeiro	Agosto	34	01/01/2000"
"2001	Rio de Janeiro	Agosto	129	01/01/2001"
"2002	Rio de Janeiro	Agosto	184	01/01/2002"
"2003	Rio de Janeiro	Agosto	191	01/01/2003"
"2004	Rio de Janeiro	Agosto	74	01/01/2004"
"2005	Rio de Janeiro	Agosto	98	01/01/2005"
"2006	Rio de Janeiro	Agosto	79	01/01/2006"
"2007	Rio de Janeiro	Agosto	189	01/01/2007"
"2008	Rio de Janeiro	Agosto	19	01/01/2008"
"2009	Rio de Janeiro	Agosto	91	01/01/2009"
"2010	Rio de Janeiro	Agosto	316	01/01/2010"
"2011	Rio de Janeiro	Agosto	250	01/01/2011"
"2012	Rio de Janeiro	Agosto	72	01/01/2012"
"2013	Rio de Janeiro	Agosto	74	01/01/2013"
"2014	Rio de Janeiro	Agosto	199	01/01/2014"
"2015	Rio de Janeiro	Agosto	158	01/01/2015"
"2016	Rio de Janeiro	Agosto	241	01/01/2016"
"2017	Rio de Janeiro	Agosto	164	01/01/2017"
"1998	Rio de Janeiro	Setembro	44	01/01/1998"
"1999	Rio de Janeiro	Setembro	192	01/01/1999"
"2000	Rio de Janeiro	Setembro	16	01/01/2000"
"2001	Rio de Janeiro	Setembro	60	01/01/2001"
"2002	Rio de Janeiro	Setembro	45	01/01/2002"
"2003	Rio de Janeiro	Setembro	166	01/01/2003"
"2004	Rio de Janeiro	Setembro	205	01/01/2004"
"2005	Rio de Janeiro	Setembro	46	01/01/2005"
"2006	Rio de Janeiro	Setembro	197	01/01/2006"
"2007	Rio de Janeiro	Setembro	223	01/01/2007"
"2008	Rio de Janeiro	Setembro	132	01/01/2008"
"2009	Rio de Janeiro	Setembro	90	01/01/2009"
"2010	Rio de Janeiro	Setembro	353	01/01/2010"
"2011	Rio de Janeiro	Setembro	510	01/01/2011"
"2012	Rio de Janeiro	Setembro	172	01/01/2012"
"2013	Rio de Janeiro	Setembro	117	01/01/2013"
"2014	Rio de Janeiro	Setembro	318	01/01/2014"
"2015	Rio de Janeiro	Setembro	85	01/01/2015"
"2016	Rio de Janeiro	Setembro	195	01/01/2016"
"2017	Rio de Janeiro	Setembro	728	01/01/2017"
"1998	Rio de Janeiro	Outubro	6	01/01/1998"
"1999	Rio de Janeiro	Outubro	30	01/01/1999"
"2000	Rio de Janeiro	Outubro	25	01/01/2000"
"2001	Rio de Janeiro	Outubro	33	01/01/2001"
"2002	Rio de Janeiro	Outubro	313	01/01/2002"
"2003	Rio de Janeiro	Outubro	81	01/01/2003"
"2004	Rio de Janeiro	Outubro	26	01/01/2004"
"2005	Rio de Janeiro	Outubro	116	01/01/2005"
"2006	Rio de Janeiro	Outubro	12	01/01/2006"
"2007	Rio de Janeiro	Outubro	137	01/01/2007"
"2008	Rio de Janeiro	Outubro	42	01/01/2008"
"2009	Rio de Janeiro	Outubro	18	01/01/2009"
"2010	Rio de Janeiro	Outubro	35	01/01/2010"
"2011	Rio de Janeiro	Outubro	114	01/01/2011"
"2012	Rio de Janeiro	Outubro	163	01/01/2012"
"2013	Rio de Janeiro	Outubro	44	01/01/2013"
"2014	Rio de Janeiro	Outubro	500	01/01/2014"
"2015	Rio de Janeiro	Outubro	96	01/01/2015"
"2016	Rio de Janeiro	Outubro	30	01/01/2016"
"2017	Rio de Janeiro	Outubro	238	01/01/2017"
"1998	Rio de Janeiro	Novembro	6	01/01/1998"
